Year,Region and country of birth,Total Permanent Residents,Percentage,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2005,Kyrgyzstan,656,0.06,0,0,4,0,84,5,3,0,4,24,16,4,0,12,5,3,0,0,0,0,8,36,14,15,0,10,0,0,0,0,19,0,98,0,0,27,7,47,18,0,5,0,4,13,0,0,17,125,0,8,0
2005,Laos,1242,0.11,5,10,7,17,276,16,11,0,0,44,29,10,3,50,7,30,29,0,0,0,7,20,16,141,3,0,0,11,12,0,4,0,26,27,0,30,4,20,20,16,5,3,32,71,6,0,31,42,0,136,0
2005,Latvia,769,0.07,0,0,6,0,69,18,12,0,0,45,50,0,0,64,9,0,0,0,0,0,12,37,19,22,3,7,3,0,4,4,30,0,155,16,0,18,0,15,16,0,5,0,15,14,6,0,16,36,0,25,0
2005,Lebanon,4282,0.38,16,0,45,7,846,22,44,11,10,250,87,0,6,91,22,16,25,22,19,7,50,329,761,41,5,25,0,9,35,20,116,7,288,56,4,173,22,18,70,24,21,0,33,422,5,3,136,34,0,18,0
2005,Lesotho,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Liberia,4880,0.43,7,0,73,4,143,31,41,36,6,54,260,0,9,113,48,45,7,22,5,3,312,169,79,713,0,28,3,8,0,6,441,3,429,171,9,99,22,17,789,238,20,4,22,151,7,5,137,48,0,34,0
2005,Libya,223,0.02,0,0,0,0,36,4,3,0,0,14,11,0,0,9,6,0,3,6,0,0,6,0,10,3,0,7,0,0,0,0,11,0,16,0,0,15,0,0,5,0,0,0,5,18,0,0,10,6,0,4,0
2005,Liechtenstein,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Lithuania,2417,0.22,0,0,12,4,144,21,39,3,12,172,52,0,0,1065,19,5,5,3,5,4,31,73,50,32,0,12,0,0,13,3,124,3,179,18,0,56,3,12,52,7,8,0,12,25,12,3,38,35,0,44,0
2005,Luxembourg,35,0.0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2005,Macau,133,0.01,0,0,0,0,75,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0
2005,Macedonia,1070,0.1,0,15,22,5,18,0,61,0,0,47,6,0,0,164,40,9,0,3,0,4,4,11,89,0,0,5,0,0,7,0,209,0,187,0,0,45,4,0,15,0,0,0,0,25,0,0,5,6,0,46,0
2005,Madagascar,60,0.01,0,0,0,0,7,0,0,0,3,8,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2005,Malawi,131,0.01,0,0,0,0,11,0,4,0,0,10,4,0,0,6,9,0,0,0,0,0,6,3,14,3,0,4,0,0,0,0,3,0,6,0,0,0,0,0,6,0,0,0,4,12,0,0,6,4,0,0,0
2005,Malaysia,2632,0.23,11,5,25,17,483,38,35,4,10,122,139,20,6,105,20,7,34,17,10,0,35,68,69,61,8,13,5,6,16,5,115,0,407,41,0,47,32,19,73,3,13,0,16,286,0,9,59,72,0,25,0
2005,Maldives,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Mali,277,0.02,0,0,0,0,0,14,0,0,3,7,21,0,0,3,10,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,5,0,73,3,0,12,0,0,53,0,0,0,0,9,0,0,7,5,0,0,0
2005,Malta,74,0.01,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0
2005,Marshall Islands,32,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2005,Martinique,37,0.0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Mauritania,275,0.02,0,0,0,0,0,7,0,0,3,5,10,0,0,9,9,0,0,23,0,0,6,5,7,4,0,0,0,0,0,0,4,0,48,4,0,72,0,0,10,0,0,0,17,8,0,0,11,3,0,0,0
2005,Mauritius,99,0.01,0,0,0,0,15,0,5,0,0,6,3,0,0,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,8,0,0,0,0,13,0,0,6,0,0,0,0
2005,Mexico,161445,14.38,569,96,8373,870,63092,2891,316,357,37,4236,3377,45,992,9838,941,647,955,288,214,23,624,268,1189,696,256,535,28,538,2424,53,1072,1828,1972,1901,10,700,1238,1632,1222,73,448,30,1093,38040,922,0,870,2330,30,1054,75
2005,"Micronesia, Federated States",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Moldova,3507,0.31,4,11,16,0,897,27,21,0,5,59,147,0,0,50,12,6,0,7,0,0,30,236,40,174,3,19,0,0,8,0,62,0,275,139,0,30,6,223,83,0,11,0,26,48,11,0,57,736,0,8,5
2005,Monaco,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Mongolia,323,0.03,6,0,0,0,89,20,0,0,0,4,5,0,5,42,5,0,0,0,0,0,6,0,7,0,0,3,0,0,9,0,9,0,10,0,0,5,0,0,9,0,0,0,0,6,13,0,43,3,0,6,0
2005,Montserrat,50,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Morocco,4411,0.39,16,0,35,8,289,73,100,21,25,548,82,3,4,193,41,7,8,26,13,7,85,506,41,43,15,19,0,0,20,16,248,4,644,112,3,105,46,17,232,27,38,0,16,176,9,4,406,38,5,24,0
2005,Mozambique,54,0.0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
2005,Namibia,63,0.01,0,0,0,0,3,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
2005,Nauru,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Nepal,3158,0.28,33,0,38,0,309,215,73,0,15,108,77,6,4,76,16,28,26,36,16,7,178,221,66,75,4,28,3,58,8,46,38,7,322,41,4,24,10,43,54,8,9,6,8,350,9,0,366,35,3,42,3
2005,Netherlands,1815,0.16,15,3,17,8,231,33,36,4,5,207,47,8,16,56,18,19,8,6,16,5,33,56,56,28,8,17,6,5,11,14,104,9,173,35,0,42,10,20,43,5,14,0,17,183,17,4,50,64,6,15,3
2005,Netherlands Antilles,116,0.01,0,0,0,0,0,0,0,0,0,52,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2005,New Caledonia,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,New Zealand,1293,0.12,9,4,27,6,261,45,14,0,3,63,36,29,11,60,20,4,5,5,9,9,23,39,29,17,4,12,7,5,13,8,29,15,86,38,0,21,10,28,45,6,8,0,13,75,27,3,39,53,0,12,0
2005,Nicaragua,3305,0.29,0,3,17,5,932,17,11,4,17,1252,51,0,0,35,13,10,4,5,24,0,91,15,14,20,0,11,0,8,44,0,81,6,151,44,0,13,0,6,35,0,8,0,15,175,9,0,95,25,0,14,0
2005,Niger,126,0.01,3,0,0,0,3,0,0,0,0,0,25,0,0,0,5,0,6,0,0,0,7,3,5,0,0,5,0,3,0,0,0,0,8,10,0,5,0,0,18,0,0,0,0,8,0,0,0,0,0,0,0
2005,Nigeria,10598,0.94,57,4,63,18,858,62,94,66,112,349,755,0,8,640,110,22,37,32,72,6,1045,317,210,291,26,76,4,30,24,17,693,3,1223,225,6,206,65,20,312,98,67,0,77,1813,20,0,217,51,15,75,0
2005,Niue,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Northern Mariana Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Norway,423,0.04,5,4,7,0,47,13,11,0,0,46,8,4,0,12,3,3,0,5,6,3,0,8,6,8,0,3,0,0,4,0,16,0,28,8,0,7,4,3,20,0,3,7,5,55,4,3,7,23,0,8,0
2005,Oman,101,0.01,0,0,0,0,8,0,0,0,0,13,5,0,0,4,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,11,3,0,3,0,0,4,0,3,0,0,13,0,0,3,5,0,0,0
2005,Pakistan,14926,1.33,84,0,131,17,1871,63,246,58,19,622,626,3,7,1073,101,50,79,69,98,14,455,225,400,112,30,130,0,17,55,36,978,15,2681,192,17,158,87,29,398,35,68,5,99,2262,38,5,874,151,26,107,4
2005,Palau,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Panama,1815,0.16,17,6,25,9,153,10,13,7,0,408,122,4,3,35,4,4,13,10,11,0,35,30,18,16,9,13,0,5,15,0,46,4,271,52,0,13,14,4,33,3,20,0,24,191,3,0,70,23,4,10,0
2005,Papua New Guinea,44,0.0,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2005,Paraguay,516,0.05,0,0,0,0,30,5,23,0,0,100,10,0,0,6,3,8,13,0,0,0,13,7,8,3,0,0,0,0,0,0,37,0,151,6,0,5,0,4,13,0,3,0,5,23,5,0,13,0,0,0,0
2005,Peru,15676,1.4,25,15,140,26,2455,161,562,34,42,4101,356,17,49,279,59,18,19,51,40,7,418,245,56,65,16,40,12,11,164,20,1672,19,1654,180,0,151,103,58,221,24,35,6,75,633,168,13,903,103,11,56,0
2005,Philippines,60748,5.41,178,435,636,132,23993,247,367,114,98,2766,694,3447,76,2989,424,146,137,228,147,107,1180,418,575,399,154,307,65,52,1725,76,3354,81,3476,569,43,611,204,288,844,64,257,57,521,3353,128,16,1420,1670,39,234,23
2005,Poland,15352,1.37,28,5,118,5,453,141,796,28,16,550,89,14,6,5626,65,15,17,12,18,19,97,427,312,72,7,50,0,8,73,20,1705,14,3106,97,0,129,13,47,414,59,35,8,43,227,17,11,85,122,18,105,6
2005,Portugal,1125,0.1,0,0,4,0,106,4,41,0,0,79,19,0,0,6,0,0,0,0,0,0,20,230,4,3,0,4,0,0,0,9,249,0,131,8,0,10,0,0,26,71,0,0,3,36,6,0,20,14,0,0,0
2005,Puerto Rico,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Qatar,174,0.02,3,0,0,0,29,0,3,0,0,7,4,0,0,13,0,0,3,0,0,0,3,0,6,5,0,0,0,0,0,0,8,0,14,6,0,4,0,0,10,0,0,0,0,23,0,0,18,0,0,3,0
2005,Reunion,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Romania,7103,0.63,34,5,263,24,858,63,86,20,10,485,421,11,22,804,58,16,26,23,25,16,71,117,579,47,11,43,7,11,51,36,234,17,715,103,0,343,27,176,253,17,44,3,73,358,8,3,90,336,10,45,0
2005,Russia,18083,1.61,73,115,177,22,2913,429,252,36,29,946,395,17,66,734,203,99,85,78,49,43,428,843,401,515,36,236,33,58,102,84,722,57,2461,288,26,425,103,421,739,60,154,15,181,871,64,20,374,1325,13,231,13
2005,Rwanda,276,0.02,0,0,15,0,7,0,5,0,0,7,7,0,0,7,4,0,5,9,0,3,18,7,19,0,0,3,0,0,0,12,9,0,33,11,3,19,0,5,4,0,0,0,15,24,4,0,4,4,0,3,0
2005,Saint Helena,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Saint Kitts-Nevis,342,0.03,0,0,0,0,0,0,7,0,0,56,12,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,93,4,0,5,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0
2005,Saint Lucia,832,0.07,0,0,3,0,17,0,36,3,0,124,32,0,0,3,4,0,0,0,5,0,10,15,4,0,0,0,0,0,0,0,27,0,357,4,0,6,0,0,9,0,0,0,0,52,0,0,8,0,0,0,0
2005,Saint Vincent and the Grenadines,625,0.06,3,0,0,0,7,0,8,0,3,64,19,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,3,40,0,390,0,0,0,0,0,10,0,0,0,0,14,0,0,9,0,0,0,0
2005,Samoa,173,0.02,0,14,0,0,45,0,0,0,0,3,0,36,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,18,0,0,19,0,0,0
2005,San Marino,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Sao Tome and Principe,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Saudi Arabia,1210,0.11,12,0,18,0,176,9,8,0,0,96,20,0,0,87,10,5,7,6,6,0,31,25,76,32,4,15,0,5,11,0,65,0,87,27,0,30,11,15,27,0,7,0,22,143,9,0,59,18,4,11,0
2005,Senegal,913,0.08,4,0,5,0,39,12,5,6,11,38,70,0,0,31,35,4,4,21,0,0,54,23,33,11,0,18,0,0,3,4,26,0,192,22,0,90,8,0,22,22,4,0,11,28,0,0,26,11,0,11,0
2005,Serbia and Montenegro,5202,0.46,8,5,141,3,319,55,136,7,9,318,96,3,28,515,45,50,11,139,12,10,46,95,276,36,3,97,0,15,60,23,255,0,1322,66,13,102,14,22,188,4,3,29,86,246,29,6,90,43,6,111,0
2005,Seychelles,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Sierra Leone,2731,0.24,3,0,37,0,122,3,19,18,30,41,123,0,0,62,9,12,3,7,0,0,563,95,49,89,3,16,0,3,0,11,203,0,283,54,8,142,0,9,214,0,0,0,27,154,6,0,263,22,0,14,0
2005,Singapore,1204,0.11,3,0,15,0,330,13,16,4,0,36,42,19,5,44,7,6,6,5,4,0,16,35,26,25,0,5,4,0,20,8,55,0,105,13,0,33,0,10,27,3,4,0,3,149,7,5,12,55,4,9,0
2005,Slovak Republic,965,0.09,5,0,0,4,85,19,41,3,3,96,17,0,0,91,4,6,4,0,0,0,20,26,17,5,0,12,5,0,5,7,169,4,124,13,0,19,0,0,47,0,7,0,12,28,3,3,24,15,0,6,0
2005,Slovenia,114,0.01,0,0,0,0,11,0,3,0,0,12,0,0,0,10,0,4,0,0,0,0,3,3,5,0,0,4,0,0,0,0,10,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2005,Solomon Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Somalia,5829,0.52,0,0,103,0,287,58,13,0,3,5,226,0,9,57,11,24,3,42,5,202,40,147,79,2223,0,135,0,25,10,0,0,0,110,50,42,764,0,80,19,0,0,4,160,152,78,11,164,417,0,63,0
2005,South Africa,4536,0.4,40,12,93,28,489,109,76,17,6,561,466,10,10,160,27,39,38,45,20,10,83,158,85,52,31,54,4,10,36,34,145,10,199,171,0,95,37,25,133,14,60,11,105,425,39,11,92,108,4,45,0
2005,Soviet Union (former),2899,0.26,3,0,29,16,158,120,31,11,6,180,42,17,7,186,57,4,5,27,13,11,35,168,95,86,4,13,0,0,30,11,166,9,511,41,5,108,3,12,167,7,0,3,20,136,38,14,110,93,8,75,0
2005,Spain,1888,0.17,11,0,17,3,226,24,27,0,22,368,58,7,6,86,14,6,9,8,11,0,35,77,22,22,7,19,0,6,11,8,87,10,210,21,0,35,4,12,60,4,14,0,10,117,13,4,42,52,0,19,0
2005,Sri Lanka,1894,0.17,5,0,24,6,437,9,18,0,5,79,39,5,0,49,13,17,11,15,8,0,114,63,55,37,5,9,0,3,25,6,119,3,283,34,0,67,13,13,55,0,11,0,5,129,4,3,49,22,3,17,0
2005,Sudan,5231,0.47,9,0,321,4,241,112,58,5,12,129,212,0,20,153,27,230,56,100,9,121,110,122,221,178,6,99,0,261,25,115,51,0,380,145,47,67,10,13,218,3,10,113,228,408,123,22,308,102,0,24,0
2005,Suriname,300,0.03,0,0,0,0,13,0,0,0,3,99,8,0,0,0,0,0,0,0,0,0,6,7,0,3,0,3,0,0,0,0,15,0,108,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,0
2005,Swaziland,16,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Sweden,1517,0.14,7,5,27,5,297,27,43,3,7,161,58,11,6,59,12,0,0,5,3,3,25,58,39,23,0,10,0,0,7,8,58,9,117,61,0,26,5,13,41,3,26,0,10,112,12,4,35,54,0,13,3
2005,Switzerland,1092,0.1,0,3,22,0,208,23,33,6,8,106,22,8,0,53,9,3,0,11,3,0,25,52,19,22,0,10,0,0,7,0,38,11,144,19,0,20,9,7,45,6,7,4,6,54,9,0,16,17,0,9,3
2005,Syria,2831,0.25,7,0,62,10,751,16,25,0,4,184,48,3,0,198,20,9,11,11,19,0,33,100,205,17,14,18,0,20,11,11,156,0,168,26,0,118,25,17,129,26,10,3,23,165,3,0,79,28,19,20,0
2005,Taiwan,9196,0.82,46,11,89,13,4001,70,60,12,5,207,228,69,13,239,35,21,36,39,28,9,143,202,148,74,12,62,0,12,26,17,413,11,793,128,8,160,17,53,146,15,42,0,41,844,65,11,140,307,10,52,0
2005,Tajikistan,207,0.02,0,0,3,0,24,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,14,0,67,0,0,4,0,22,5,0,0,0,0,6,0,0,0,16,0,0,0
2005,Tanzania,829,0.07,11,0,4,0,66,4,4,6,6,68,40,0,3,28,5,17,20,0,0,5,43,48,24,38,0,17,0,5,0,5,26,7,55,15,0,42,3,5,28,0,3,0,13,101,3,0,20,22,0,7,0
2005,Thailand,5505,0.49,35,40,62,12,1532,64,41,9,9,367,142,99,12,176,55,14,41,24,21,27,113,240,81,180,7,36,5,14,121,15,73,23,265,87,5,86,32,83,113,30,27,7,37,338,32,9,196,252,5,199,0
2005,Togo,1523,0.14,17,0,28,0,26,17,53,0,24,29,106,0,3,162,7,0,5,16,0,13,146,21,15,97,0,15,0,73,0,4,71,0,283,45,4,31,0,0,53,5,5,0,9,42,4,5,63,9,0,6,0
2005,Tonga,309,0.03,0,3,4,0,157,3,0,0,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,50,0,0,9,0,0,0
2005,Trinidad and Tobago,6568,0.59,15,3,26,6,113,3,64,24,36,1175,181,0,3,46,14,7,7,6,17,3,296,138,20,17,6,5,0,0,4,0,392,6,3174,55,0,35,9,8,241,15,18,0,30,186,5,0,107,13,0,7,0
2005,Tunisia,495,0.04,5,0,7,0,60,3,7,7,3,87,16,0,0,17,4,0,0,0,0,0,20,7,14,10,0,0,0,0,0,0,14,0,53,8,0,19,0,3,39,0,4,0,9,18,0,0,37,5,0,4,0
2005,Turkey,4614,0.41,25,9,45,9,467,36,139,56,14,362,127,7,0,165,36,13,12,26,20,3,96,179,60,32,8,23,3,4,26,21,590,6,871,73,4,99,20,19,228,19,21,4,43,258,7,4,200,81,7,33,0
2005,Turkmenistan,148,0.01,0,0,0,0,15,0,0,0,9,4,4,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,46,0,0,0,0,3,0,0,0,0,3,5,3,0,5,9,0,8,0
2005,Turks and Caicos Islands,34,0.0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Tuvalu,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,U.S. Virgin Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Uganda,858,0.08,5,0,9,4,147,23,10,0,0,35,54,0,0,29,0,0,0,5,6,15,56,94,20,36,4,8,0,5,0,0,28,0,34,15,0,17,6,3,28,3,11,0,15,66,3,0,20,18,0,10,0
2005,Ukraine,22761,2.03,67,92,89,13,4065,302,219,30,16,765,359,12,63,1367,162,69,49,52,14,14,254,643,420,280,20,181,22,60,58,76,741,13,3291,280,9,717,53,1409,1176,31,175,48,161,293,49,10,206,4079,10,163,10
2005,United Arab Emirates,812,0.07,6,0,6,3,92,4,6,0,0,33,88,0,0,61,9,4,3,17,3,0,20,16,25,12,4,5,0,0,6,0,48,0,58,18,3,18,5,3,29,0,0,0,7,140,0,0,21,14,0,8,0
2005,United Kingdom,19800,1.76,166,19,359,80,2593,347,534,64,51,2396,846,64,41,738,201,71,93,87,95,73,320,767,699,218,58,148,36,33,102,105,736,68,1755,603,9,421,96,202,723,54,223,7,219,1840,123,43,471,494,36,241,9
2005,United States,183,0.02,0,0,5,0,12,4,3,0,0,27,3,0,0,11,0,0,0,0,0,0,4,15,0,0,0,0,0,0,3,0,16,0,20,0,0,0,0,0,10,0,0,0,0,19,0,0,10,0,0,0,0
2005,Uruguay,1154,0.1,0,0,3,0,92,0,20,0,3,391,37,4,0,20,8,0,0,6,6,0,15,60,6,12,5,4,0,0,11,11,123,3,118,4,0,14,0,5,32,0,11,4,5,37,12,0,31,13,0,5,0
2005,Uzbekistan,2887,0.26,6,0,27,4,297,52,9,0,5,128,39,4,15,82,6,4,0,6,0,0,52,38,28,27,6,32,0,0,3,3,94,0,1370,10,0,76,3,82,114,0,17,0,25,58,0,0,47,71,0,29,0
2005,Vanuatu,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Venezuela,10645,0.95,41,0,59,19,377,58,90,18,9,6182,270,10,4,111,42,12,26,35,58,0,66,152,87,50,24,45,8,7,24,6,236,3,510,114,0,143,57,22,113,37,33,0,71,884,80,3,153,55,4,49,0
2005,Vietnam,32784,2.92,86,8,495,116,12047,452,188,32,33,1078,1308,207,29,673,134,275,352,127,342,38,470,998,362,583,107,343,0,189,174,57,532,110,770,1245,14,338,351,464,970,21,102,8,183,3919,127,23,926,1253,15,93,0
2005,Western Sahara,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Yemen,3366,0.3,21,0,13,3,578,9,32,18,0,7,7,0,0,133,33,0,0,0,11,0,9,8,917,16,22,4,0,3,0,0,12,0,1311,42,0,19,0,3,6,0,0,0,18,19,0,0,35,36,4,5,0
2005,Zambia,499,0.04,9,0,9,0,40,8,4,0,5,36,41,0,0,31,14,4,7,0,4,0,21,10,12,15,0,5,0,5,0,5,20,0,35,12,0,16,6,0,12,0,11,0,6,53,0,0,15,9,0,4,0
2005,Zimbabwe,923,0.08,15,0,19,0,77,16,15,7,0,77,64,0,0,36,33,5,11,9,5,0,21,35,39,13,0,11,0,8,6,3,23,0,34,26,0,27,7,8,40,0,10,3,18,151,5,0,16,14,0,4,0
2005,- Represents zero.,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Source: U.S. Department of Homeland Security,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
