Year,Region and country of birth,Total Permanent Residents,Percentage,State,Population Count
2015,United Kingdom,12592,1.2,New Mexico,40
2016,Total,1183505,100.0,New Mexico,4104
2016,"China, People's Republic",81772,6.91,New Mexico,115
2016,Dominican Republic,61161,5.17,New Mexico,4
2016,India,64687,5.47,New Mexico,101
2016,Iran,13298,1.12,New Mexico,18
2016,Mexico,174534,14.75,New Mexico,2377
2016,Pakistan,19313,1.63,New Mexico,20
2016,Philippines,53287,4.5,New Mexico,277
2016,United Kingdom,12673,1.07,New Mexico,33
2017,Total,1127167,100.0,New Mexico,4002
2017,"China, People's Republic",71565,6.35,New Mexico,89
2017,Dominican Republic,58520,5.19,New Mexico,11
2017,India,60394,5.36,New Mexico,99
2017,Iran,13791,1.22,New Mexico,24
2017,Mexico,170581,15.13,New Mexico,2253
2017,Pakistan,17408,1.54,New Mexico,20
2017,Philippines,49147,4.36,New Mexico,297
2017,United Kingdom,10948,0.97,New Mexico,19
2018,Total,1096611,100.0,New Mexico,4296
2018,"China, People's Republic",65214,5.95,New Mexico,105
2018,Dominican Republic,57413,5.24,New Mexico,12
2018,India,59821,5.46,New Mexico,99
2018,Iran,10116,0.92,New Mexico,36
2018,Mexico,161858,14.76,New Mexico,2285
2018,Pakistan,15802,1.44,New Mexico,39
2018,Philippines,47258,4.31,New Mexico,286
2018,United Kingdom,9908,0.9,New Mexico,37
2019,Total,1031765,100.0,New Mexico,3736
2019,"China, People's Republic",62248,6.03,New Mexico,84
2019,Dominican Republic,49911,4.84,New Mexico,18
2019,India,54495,5.28,New Mexico,64
2019,Iran,6640,0.64,New Mexico,13
2019,Mexico,156052,15.12,New Mexico,2262
2019,Pakistan,13921,1.35,New Mexico,26
2019,Philippines,45920,4.45,New Mexico,258
2019,United Kingdom,11337,1.1,New Mexico,25
2020,Total,707362,100.0,New Mexico,2925
2020,"China, People's Republic",41483,5.86,New Mexico,49
2020,Dominican Republic,30005,4.24,New Mexico,10
2020,India,46363,6.55,New Mexico,68
2020,Iran,8805,1.24,New Mexico,30
2020,Mexico,100325,14.18,New Mexico,1745
2020,Pakistan,10474,1.48,New Mexico,18
2020,Philippines,25491,3.6,New Mexico,154
2020,United Kingdom,9655,1.36,New Mexico,23
2021,Total,740002,100.0,New Mexico,2821
2021,"China, People's Republic",49847,6.74,New Mexico,85
2021,Dominican Republic,24553,3.32,New Mexico,8
2021,India,93450,12.63,New Mexico,104
2021,Iran,5734,0.77,New Mexico,27
2021,Mexico,107230,14.49,New Mexico,1654
2021,Pakistan,9691,1.31,New Mexico,6
2021,Philippines,27511,3.72,New Mexico,121
2021,United Kingdom,9229,1.25,New Mexico,29
2005,Total,1122373,100.0,New York,136828
2005,"China, People's Republic",69967,6.23,New York,14505
2005,Dominican Republic,27504,2.45,New York,14226
2005,India,84681,7.54,New York,6693
2005,Iran,13887,1.24,New York,612
2005,Mexico,161445,14.38,New York,1972
2005,Pakistan,14926,1.33,New York,2681
2005,Philippines,60748,5.41,New York,3476
2005,United Kingdom,19800,1.76,New York,1755
2006,Total,1266264,100.0,New York,180165
2006,"China, People's Republic",87345,6.9,New York,23891
2006,Dominican Republic,38069,3.01,New York,19233
2006,India,61369,4.85,New York,6691
2006,Iran,13947,1.1,New York,419
2006,Mexico,173753,13.72,New York,3127
2006,Pakistan,17418,1.38,New York,3785
2006,Philippines,74607,5.89,New York,5337
2006,United Kingdom,17207,1.36,New York,1872
2007,Total,1052415,100.0,New York,136739
2007,"China, People's Republic",76655,7.28,New York,20317
2007,Dominican Republic,28024,2.66,New York,13656
2007,India,65353,6.21,New York,5371
2007,Iran,10460,0.99,New York,359
2007,Mexico,148640,14.12,New York,2841
2007,Pakistan,13492,1.28,New York,2675
2007,Philippines,72596,6.9,New York,3899
2007,United Kingdom,14545,1.38,New York,1463
2008,Total,1107126,100.0,New York,143679
2008,"China, People's Republic",80271,7.25,New York,23981
2008,Dominican Republic,31879,2.88,New York,15563
2008,India,63352,5.72,New York,5561
2008,Iran,13852,1.25,New York,520
2008,Mexico,189989,17.16,New York,2337
2008,Pakistan,19719,1.78,New York,4166
2008,Philippines,54030,4.88,New York,2570
2008,United Kingdom,14348,1.3,New York,1559
2009,Total,1130818,100.0,New York,150722
2009,"China, People's Republic",64238,5.68,New York,19921
2009,Dominican Republic,49414,4.37,New York,23793
2009,India,57304,5.07,New York,4410
2009,Iran,18553,1.64,New York,495
2009,Mexico,164920,14.58,New York,1858
2009,Pakistan,21555,1.91,New York,4798
2009,Philippines,60029,5.31,New York,2572
2009,United Kingdom,15748,1.39,New York,1678
2010,Total,1042625,100.0,New York,147999
2010,"China, People's Republic",70863,6.8,New York,18859
2010,Dominican Republic,53870,5.17,New York,26249
2010,India,69162,6.63,New York,5116
2010,Iran,14182,1.36,New York,375
2010,Mexico,139120,13.34,New York,2437
2010,Pakistan,18258,1.75,New York,3738
2010,Philippines,58173,5.58,New York,2361
2010,United Kingdom,12792,1.23,New York,1335
2011,Total,1062040,100.0,New York,148426
2011,"China, People's Republic",87016,8.19,New York,27358
2011,Dominican Republic,46109,4.34,New York,22154
2011,India,69013,6.5,New York,4805
2011,Iran,14822,1.4,New York,380
2011,Mexico,143446,13.51,New York,1784
2011,Pakistan,15546,1.46,New York,3279
2011,Philippines,57011,5.37,New York,2527
2011,United Kingdom,11572,1.09,New York,1297
2012,Total,1031631,100.0,New York,149505
2012,"China, People's Republic",81784,7.93,New York,24956
2012,Dominican Republic,41566,4.03,New York,19920
2012,India,66434,6.44,New York,4621
2012,Iran,12916,1.25,New York,387
2012,Mexico,146406,14.19,New York,1910
2012,Pakistan,14740,1.43,New York,3229
2012,Philippines,57327,5.56,New York,3231
2012,United Kingdom,12014,1.16,New York,1507
2013,Total,990553,100.0,New York,133601
2013,"China, People's Republic",71798,7.25,New York,20218
2013,Dominican Republic,41311,4.17,New York,18739
2013,India,68458,6.91,New York,4445
2013,Iran,12863,1.3,New York,379
2013,Mexico,135028,13.63,New York,1689
2013,Pakistan,13251,1.34,New York,2556
2013,Philippines,54446,5.5,New York,2700
2013,United Kingdom,12984,1.31,New York,1603
2014,Total,1016518,100.0,New York,141406
2014,"China, People's Republic",76089,7.49,New York,20419
2014,Dominican Republic,44577,4.39,New York,21552
2014,India,77908,7.66,New York,5098
2014,Iran,11615,1.14,New York,356
2014,Mexico,134052,13.19,New York,2217
2014,Pakistan,18612,1.83,New York,4018
2014,Philippines,49996,4.92,New York,2554
2014,United Kingdom,12225,1.2,New York,1538
2015,Total,1051031,100.0,New York,130010
2015,"China, People's Republic",74558,7.09,New York,16449
2015,Dominican Republic,50610,4.82,New York,23588
2015,India,64116,6.1,New York,4319
2015,Iran,13114,1.25,New York,410
2015,Mexico,158619,15.09,New York,2202
2015,Pakistan,18057,1.72,New York,3686
2015,Philippines,56478,5.37,New York,2870
2015,United Kingdom,12592,1.2,New York,1262
2016,Total,1183505,100.0,New York,159878
2016,"China, People's Republic",81772,6.91,New York,21790
2016,Dominican Republic,61161,5.17,New York,27384
2016,India,64687,5.47,New York,5077
2016,Iran,13298,1.12,New York,425
2016,Mexico,174534,14.75,New York,2626
2016,Pakistan,19313,1.63,New York,4081
2016,Philippines,53287,4.5,New York,2625
2016,United Kingdom,12673,1.07,New York,1474
2017,Total,1127167,100.0,New York,139409
2017,"China, People's Republic",71565,6.35,New York,17349
2017,Dominican Republic,58520,5.19,New York,25282
2017,India,60394,5.36,New York,4255
2017,Iran,13791,1.22,New York,375
2017,Mexico,170581,15.13,New York,2657
2017,Pakistan,17408,1.54,New York,3443
2017,Philippines,49147,4.36,New York,2704
2017,United Kingdom,10948,0.97,New York,1284
2018,Total,1096611,100.0,New York,134839
2018,"China, People's Republic",65214,5.95,New York,16381
2018,Dominican Republic,57413,5.24,New York,24871
2018,India,59821,5.46,New York,4267
2018,Iran,10116,0.92,New York,320
2018,Mexico,161858,14.76,New York,2786
2018,Pakistan,15802,1.44,New York,3101
2018,Philippines,47258,4.31,New York,2275
2018,United Kingdom,9908,0.9,New York,1184
2019,Total,1031765,100.0,New York,124026
2019,"China, People's Republic",62248,6.03,New York,12758
2019,Dominican Republic,49911,4.84,New York,20866
2019,India,54495,5.28,New York,3812
2019,Iran,6640,0.64,New York,275
2019,Mexico,156052,15.12,New York,2520
2019,Pakistan,13921,1.35,New York,2424
2019,Philippines,45920,4.45,New York,2240
2019,United Kingdom,11337,1.1,New York,1319
2020,Total,707362,100.0,New York,81755
2020,"China, People's Republic",41483,5.86,New York,7452
2020,Dominican Republic,30005,4.24,New York,12963
2020,India,46363,6.55,New York,2663
2020,Iran,8805,1.24,New York,343
2020,Mexico,100325,14.18,New York,1952
2020,Pakistan,10474,1.48,New York,1650
2020,Philippines,25491,3.6,New York,1393
2020,United Kingdom,9655,1.36,New York,1282
2021,Total,740002,100.0,New York,76127
2021,"China, People's Republic",49847,6.74,New York,7812
2021,Dominican Republic,24553,3.32,New York,9029
2021,India,93450,12.63,New York,3669
2021,Iran,5734,0.77,New York,244
2021,Mexico,107230,14.49,New York,2097
2021,Pakistan,9691,1.31,New York,1816
2021,Philippines,27511,3.72,New York,1638
2021,United Kingdom,9229,1.25,New York,1121
2005,Total,1122373,100.0,North Carolina,16715
2005,"China, People's Republic",69967,6.23,North Carolina,1112
2005,Dominican Republic,27504,2.45,North Carolina,77
2005,India,84681,7.54,North Carolina,1774
2005,Iran,13887,1.24,North Carolina,124
2005,Mexico,161445,14.38,North Carolina,1901
2005,Pakistan,14926,1.33,North Carolina,192
2005,Philippines,60748,5.41,North Carolina,569
2005,United Kingdom,19800,1.76,North Carolina,603
2006,Total,1266264,100.0,North Carolina,18989
2006,"China, People's Republic",87345,6.9,North Carolina,878
2006,Dominican Republic,38069,3.01,North Carolina,151
2006,India,61369,4.85,North Carolina,1128
2006,Iran,13947,1.1,North Carolina,161
2006,Mexico,173753,13.72,North Carolina,2865
2006,Pakistan,17418,1.38,North Carolina,255
2006,Philippines,74607,5.89,North Carolina,718
2006,United Kingdom,17207,1.36,North Carolina,507
2007,Total,1052415,100.0,North Carolina,15469
2007,"China, People's Republic",76655,7.28,North Carolina,862
2007,Dominican Republic,28024,2.66,North Carolina,135
2007,India,65353,6.21,North Carolina,1469
2007,Iran,10460,0.99,North Carolina,104
2007,Mexico,148640,14.12,North Carolina,1933
2007,Pakistan,13492,1.28,North Carolina,201
2007,Philippines,72596,6.9,North Carolina,582
2007,United Kingdom,14545,1.38,North Carolina,347
2008,Total,1107126,100.0,North Carolina,15174
2008,"China, People's Republic",80271,7.25,North Carolina,789
2008,Dominican Republic,31879,2.88,North Carolina,183
2008,India,63352,5.72,North Carolina,1002
2008,Iran,13852,1.25,North Carolina,128
2008,Mexico,189989,17.16,North Carolina,2178
2008,Pakistan,19719,1.78,North Carolina,266
2008,Philippines,54030,4.88,North Carolina,479
2008,United Kingdom,14348,1.3,North Carolina,396
2009,Total,1130818,100.0,North Carolina,18562
2009,"China, People's Republic",64238,5.68,North Carolina,709
2009,Dominican Republic,49414,4.37,North Carolina,330
2009,India,57304,5.07,North Carolina,1026
2009,Iran,18553,1.64,North Carolina,164
2009,Mexico,164920,14.58,North Carolina,2923
2009,Pakistan,21555,1.91,North Carolina,368
2009,Philippines,60029,5.31,North Carolina,506
2009,United Kingdom,15748,1.39,North Carolina,449
2010,Total,1042625,100.0,North Carolina,16112
2010,"China, People's Republic",70863,6.8,North Carolina,872
2010,Dominican Republic,53870,5.17,North Carolina,299
2010,India,69162,6.63,North Carolina,1370
2010,Iran,14182,1.36,North Carolina,123
2010,Mexico,139120,13.34,North Carolina,1795
2010,Pakistan,18258,1.75,North Carolina,299
2010,Philippines,58173,5.58,North Carolina,518
2010,United Kingdom,12792,1.23,North Carolina,307
2011,Total,1062040,100.0,North Carolina,17571
2011,"China, People's Republic",87016,8.19,North Carolina,1119
2011,Dominican Republic,46109,4.34,North Carolina,292
2011,India,69013,6.5,North Carolina,1325
2011,Iran,14822,1.4,North Carolina,106
2011,Mexico,143446,13.51,North Carolina,1996
2011,Pakistan,15546,1.46,North Carolina,314
2011,Philippines,57011,5.37,North Carolina,587
2011,United Kingdom,11572,1.09,North Carolina,317
2012,Total,1031631,100.0,North Carolina,17487
2012,"China, People's Republic",81784,7.93,North Carolina,1044
2012,Dominican Republic,41566,4.03,North Carolina,253
2012,India,66434,6.44,North Carolina,1476
2012,Iran,12916,1.25,North Carolina,121
2012,Mexico,146406,14.19,North Carolina,2037
2012,Pakistan,14740,1.43,North Carolina,245
2012,Philippines,57327,5.56,North Carolina,597
2012,United Kingdom,12014,1.16,North Carolina,323
2013,Total,990553,100.0,North Carolina,16798
2013,"China, People's Republic",71798,7.25,North Carolina,988
2013,Dominican Republic,41311,4.17,North Carolina,281
2013,India,68458,6.91,North Carolina,1563
2013,Iran,12863,1.3,North Carolina,162
2013,Mexico,135028,13.63,North Carolina,1893
2013,Pakistan,13251,1.34,North Carolina,210
2013,Philippines,54446,5.5,North Carolina,726
2013,United Kingdom,12984,1.31,North Carolina,367
2014,Total,1016518,100.0,North Carolina,17152
2014,"China, People's Republic",76089,7.49,North Carolina,841
2014,Dominican Republic,44577,4.39,North Carolina,293
2014,India,77908,7.66,North Carolina,1754
2014,Iran,11615,1.14,North Carolina,116
2014,Mexico,134052,13.19,North Carolina,2118
2014,Pakistan,18612,1.83,North Carolina,394
2014,Philippines,49996,4.92,North Carolina,521
2014,United Kingdom,12225,1.2,North Carolina,334
2015,Total,1051031,100.0,North Carolina,18495
2015,"China, People's Republic",74558,7.09,North Carolina,987
2015,Dominican Republic,50610,4.82,North Carolina,403
2015,India,64116,6.1,North Carolina,1529
2015,Iran,13114,1.25,North Carolina,145
2015,Mexico,158619,15.09,North Carolina,2680
2015,Pakistan,18057,1.72,North Carolina,395
2015,Philippines,56478,5.37,North Carolina,674
2015,United Kingdom,12592,1.2,North Carolina,356
2016,Total,1183505,100.0,North Carolina,20811
2016,"China, People's Republic",81772,6.91,North Carolina,1073
2016,Dominican Republic,61161,5.17,North Carolina,500
2016,India,64687,5.47,North Carolina,1562
2016,Iran,13298,1.12,North Carolina,167
2016,Mexico,174534,14.75,North Carolina,3205
2016,Pakistan,19313,1.63,North Carolina,359
2016,Philippines,53287,4.5,North Carolina,672
2016,United Kingdom,12673,1.07,North Carolina,324
2017,Total,1127167,100.0,North Carolina,21184
2017,"China, People's Republic",71565,6.35,North Carolina,911
2017,Dominican Republic,58520,5.19,North Carolina,543
2017,India,60394,5.36,North Carolina,1650
2017,Iran,13791,1.22,North Carolina,179
2017,Mexico,170581,15.13,North Carolina,3483
2017,Pakistan,17408,1.54,North Carolina,340
2017,Philippines,49147,4.36,North Carolina,683
2017,United Kingdom,10948,0.97,North Carolina,333
2018,Total,1096611,100.0,North Carolina,20838
2018,"China, People's Republic",65214,5.95,North Carolina,770
2018,Dominican Republic,57413,5.24,North Carolina,590
2018,India,59821,5.46,North Carolina,1440
2018,Iran,10116,0.92,North Carolina,111
2018,Mexico,161858,14.76,North Carolina,3566
2018,Pakistan,15802,1.44,North Carolina,380
2018,Philippines,47258,4.31,North Carolina,609
2018,United Kingdom,9908,0.9,North Carolina,259
2019,Total,1031765,100.0,North Carolina,18419
2019,"China, People's Republic",62248,6.03,North Carolina,682
2019,Dominican Republic,49911,4.84,North Carolina,497
2019,India,54495,5.28,North Carolina,1239
2019,Iran,6640,0.64,North Carolina,77
2019,Mexico,156052,15.12,North Carolina,2868
2019,Pakistan,13921,1.35,North Carolina,255
2019,Philippines,45920,4.45,North Carolina,751
2019,United Kingdom,11337,1.1,North Carolina,267
2020,Total,707362,100.0,North Carolina,13989
2020,"China, People's Republic",41483,5.86,North Carolina,461
2020,Dominican Republic,30005,4.24,North Carolina,272
2020,India,46363,6.55,North Carolina,1380
2020,Iran,8805,1.24,North Carolina,127
2020,Mexico,100325,14.18,North Carolina,1943
2020,Pakistan,10474,1.48,North Carolina,206
2020,Philippines,25491,3.6,North Carolina,404
2020,United Kingdom,9655,1.36,North Carolina,243
2021,Total,740002,100.0,North Carolina,15732
2021,"China, People's Republic",49847,6.74,North Carolina,552
2021,Dominican Republic,24553,3.32,North Carolina,319
2021,India,93450,12.63,North Carolina,3117
2021,Iran,5734,0.77,North Carolina,80
2021,Mexico,107230,14.49,North Carolina,2179
2021,Pakistan,9691,1.31,North Carolina,161
2021,Philippines,27511,3.72,North Carolina,890
2021,United Kingdom,9229,1.25,North Carolina,246
2005,Total,1122373,100.0,North Dakota,864
2005,"China, People's Republic",69967,6.23,North Dakota,43
2005,Dominican Republic,27504,2.45,North Dakota,0
2005,India,84681,7.54,North Dakota,49
2005,Iran,13887,1.24,North Dakota,9
2005,Mexico,161445,14.38,North Dakota,10
2005,Pakistan,14926,1.33,North Dakota,17
2005,Philippines,60748,5.41,North Dakota,43
2005,United Kingdom,19800,1.76,North Dakota,9
2006,Total,1266264,100.0,North Dakota,649
2006,"China, People's Republic",87345,6.9,North Dakota,35
2006,Dominican Republic,38069,3.01,North Dakota,0
2006,India,61369,4.85,North Dakota,20
2006,Iran,13947,1.1,North Dakota,8
2006,Mexico,173753,13.72,North Dakota,9
2006,Pakistan,17418,1.38,North Dakota,3
2006,Philippines,74607,5.89,North Dakota,34
2006,United Kingdom,17207,1.36,North Dakota,16
2007,Total,1052415,100.0,North Dakota,496
2007,"China, People's Republic",76655,7.28,North Dakota,45
2007,Dominican Republic,28024,2.66,North Dakota,0
2007,India,65353,6.21,North Dakota,35
2007,Iran,10460,0.99,North Dakota,0
2007,Mexico,148640,14.12,North Dakota,10
2007,Pakistan,13492,1.28,North Dakota,5
2007,Philippines,72596,6.9,North Dakota,30
2007,United Kingdom,14545,1.38,North Dakota,16
2008,Total,1107126,100.0,North Dakota,662
2008,"China, People's Republic",80271,7.25,North Dakota,56
2008,Dominican Republic,31879,2.88,North Dakota,0
2008,India,63352,5.72,North Dakota,22
2008,Iran,13852,1.25,North Dakota,3
2008,Mexico,189989,17.16,North Dakota,18
2008,Pakistan,19719,1.78,North Dakota,5
2008,Philippines,54030,4.88,North Dakota,33
2008,United Kingdom,14348,1.3,North Dakota,9
2009,Total,1130818,100.0,North Dakota,843
2009,"China, People's Republic",64238,5.68,North Dakota,39
2009,Dominican Republic,49414,4.37,North Dakota,0
2009,India,57304,5.07,North Dakota,29
2009,Iran,18553,1.64,North Dakota,0
2009,Mexico,164920,14.58,North Dakota,14
2009,Pakistan,21555,1.91,North Dakota,3
2009,Philippines,60029,5.31,North Dakota,33
2009,United Kingdom,15748,1.39,North Dakota,6
2010,Total,1042625,100.0,North Dakota,1058
2010,"China, People's Republic",70863,6.8,North Dakota,56
2010,Dominican Republic,53870,5.17,North Dakota,0
2010,India,69162,6.63,North Dakota,57
2010,Iran,14182,1.36,North Dakota,17
2010,Mexico,139120,13.34,North Dakota,18
2010,Pakistan,18258,1.75,North Dakota,9
2010,Philippines,58173,5.58,North Dakota,28
2010,United Kingdom,12792,1.23,North Dakota,12
2011,Total,1062040,100.0,North Dakota,948
2011,"China, People's Republic",87016,8.19,North Dakota,34
2011,Dominican Republic,46109,4.34,North Dakota,7
2011,India,69013,6.5,North Dakota,37
2011,Iran,14822,1.4,North Dakota,5
2011,Mexico,143446,13.51,North Dakota,19
2011,Pakistan,15546,1.46,North Dakota,9
2011,Philippines,57011,5.37,North Dakota,42
2011,United Kingdom,11572,1.09,North Dakota,7
2012,Total,1031631,100.0,North Dakota,1144
2012,"China, People's Republic",81784,7.93,North Dakota,43
2012,Dominican Republic,41566,4.03,North Dakota,8
2012,India,66434,6.44,North Dakota,36
2012,Iran,12916,1.25,North Dakota,6
2012,Mexico,146406,14.19,North Dakota,47
2012,Pakistan,14740,1.43,North Dakota,0
2012,Philippines,57327,5.56,North Dakota,38
2012,United Kingdom,12014,1.16,North Dakota,6
2013,Total,990553,100.0,North Dakota,1234
2013,"China, People's Republic",71798,7.25,North Dakota,47
2013,Dominican Republic,41311,4.17,North Dakota,0
2013,India,68458,6.91,North Dakota,20
2013,Iran,12863,1.3,North Dakota,6
2013,Mexico,135028,13.63,North Dakota,49
2013,Pakistan,13251,1.34,North Dakota,0
2013,Philippines,54446,5.5,North Dakota,204
2013,United Kingdom,12984,1.31,North Dakota,17
2014,Total,1016518,100.0,North Dakota,1351
2014,"China, People's Republic",76089,7.49,North Dakota,53
2014,Dominican Republic,44577,4.39,North Dakota,7
2014,India,77908,7.66,North Dakota,52
2014,Iran,11615,1.14,North Dakota,4
2014,Mexico,134052,13.19,North Dakota,27
2014,Pakistan,18612,1.83,North Dakota,0
2014,Philippines,49996,4.92,North Dakota,103
2014,United Kingdom,12225,1.2,North Dakota,10
2015,Total,1051031,100.0,North Dakota,1600
2015,"China, People's Republic",74558,7.09,North Dakota,58
2015,Dominican Republic,50610,4.82,North Dakota,5
2015,India,64116,6.1,North Dakota,45
2015,Iran,13114,1.25,North Dakota,6
2015,Mexico,158619,15.09,North Dakota,53
2015,Pakistan,18057,1.72,North Dakota,6
2015,Philippines,56478,5.37,North Dakota,102
2015,United Kingdom,12592,1.2,North Dakota,11
2016,Total,1183505,100.0,North Dakota,1595
2016,"China, People's Republic",81772,6.91,North Dakota,57
2016,Dominican Republic,61161,5.17,North Dakota,6
2016,India,64687,5.47,North Dakota,41
2016,Iran,13298,1.12,North Dakota,9
2016,Mexico,174534,14.75,North Dakota,45
2016,Pakistan,19313,1.63,North Dakota,8
2016,Philippines,53287,4.5,North Dakota,133
2016,United Kingdom,12673,1.07,North Dakota,6
2017,Total,1127167,100.0,North Dakota,1471
2017,"China, People's Republic",71565,6.35,North Dakota,30
2017,Dominican Republic,58520,5.19,North Dakota,7
2017,India,60394,5.36,North Dakota,13
2017,Iran,13791,1.22,North Dakota,8
2017,Mexico,170581,15.13,North Dakota,47
2017,Pakistan,17408,1.54,North Dakota,8
2017,Philippines,49147,4.36,North Dakota,133
2017,United Kingdom,10948,0.97,North Dakota,7
2018,Total,1096611,100.0,North Dakota,1674
2018,"China, People's Republic",65214,5.95,North Dakota,22
2018,Dominican Republic,57413,5.24,North Dakota,5
2018,India,59821,5.46,North Dakota,42
2018,Iran,10116,0.92,North Dakota,0
2018,Mexico,161858,14.76,North Dakota,54
2018,Pakistan,15802,1.44,North Dakota,10
2018,Philippines,47258,4.31,North Dakota,162
2018,United Kingdom,9908,0.9,North Dakota,14
2019,Total,1031765,100.0,North Dakota,1494
2019,"China, People's Republic",62248,6.03,North Dakota,37
2019,Dominican Republic,49911,4.84,North Dakota,4
2019,India,54495,5.28,North Dakota,33
2019,Iran,6640,0.64,North Dakota,6
2019,Mexico,156052,15.12,North Dakota,73
2019,Pakistan,13921,1.35,North Dakota,12
2019,Philippines,45920,4.45,North Dakota,147
2019,United Kingdom,11337,1.1,North Dakota,11
2020,Total,707362,100.0,North Dakota,1001
2020,"China, People's Republic",41483,5.86,North Dakota,20
2020,Dominican Republic,30005,4.24,North Dakota,8
2020,India,46363,6.55,North Dakota,25
2020,Iran,8805,1.24,North Dakota,8
2020,Mexico,100325,14.18,North Dakota,71
2020,Pakistan,10474,1.48,North Dakota,20
2020,Philippines,25491,3.6,North Dakota,109
2020,United Kingdom,9655,1.36,North Dakota,6
2021,Total,740002,100.0,North Dakota,996
2021,"China, People's Republic",49847,6.74,North Dakota,22
2021,Dominican Republic,24553,3.32,North Dakota,8
2021,India,93450,12.63,North Dakota,64
2021,Iran,5734,0.77,North Dakota,10
2021,Mexico,107230,14.49,North Dakota,59
2021,Pakistan,9691,1.31,North Dakota,8
2021,Philippines,27511,3.72,North Dakota,131
2021,United Kingdom,9229,1.25,North Dakota,11
2005,Total,1122373,100.0,Ohio,16897
2005,"China, People's Republic",69967,6.23,Ohio,1271
2005,Dominican Republic,27504,2.45,Ohio,74
2005,India,84681,7.54,Ohio,1984
2005,Iran,13887,1.24,Ohio,108
2005,Mexico,161445,14.38,Ohio,700
2005,Pakistan,14926,1.33,Ohio,158
2005,Philippines,60748,5.41,Ohio,611
2005,United Kingdom,19800,1.76,Ohio,421
2006,Total,1266264,100.0,Ohio,16592
2006,"China, People's Republic",87345,6.9,Ohio,1195
2006,Dominican Republic,38069,3.01,Ohio,94
2006,India,61369,4.85,Ohio,1090
2006,Iran,13947,1.1,Ohio,108
2006,Mexico,173753,13.72,Ohio,608
2006,Pakistan,17418,1.38,Ohio,173
2006,Philippines,74607,5.89,Ohio,1179
2006,United Kingdom,17207,1.36,Ohio,326
2007,Total,1052415,100.0,Ohio,14078
2007,"China, People's Republic",76655,7.28,Ohio,1117
2007,Dominican Republic,28024,2.66,Ohio,83
2007,India,65353,6.21,Ohio,1307
2007,Iran,10460,0.99,Ohio,115
2007,Mexico,148640,14.12,Ohio,518
2007,Pakistan,13492,1.28,Ohio,168
2007,Philippines,72596,6.9,Ohio,848
2007,United Kingdom,14545,1.38,Ohio,261
2008,Total,1107126,100.0,Ohio,14595
2008,"China, People's Republic",80271,7.25,Ohio,1038
2008,Dominican Republic,31879,2.88,Ohio,123
2008,India,63352,5.72,Ohio,1169
2008,Iran,13852,1.25,Ohio,182
2008,Mexico,189989,17.16,Ohio,575
2008,Pakistan,19719,1.78,Ohio,257
2008,Philippines,54030,4.88,Ohio,461
2008,United Kingdom,14348,1.3,Ohio,274
2009,Total,1130818,100.0,Ohio,15375
2009,"China, People's Republic",64238,5.68,Ohio,774
2009,Dominican Republic,49414,4.37,Ohio,173
2009,India,57304,5.07,Ohio,1101
2009,Iran,18553,1.64,Ohio,133
2009,Mexico,164920,14.58,Ohio,515
2009,Pakistan,21555,1.91,Ohio,274
2009,Philippines,60029,5.31,Ohio,614
2009,United Kingdom,15748,1.39,Ohio,299
2010,Total,1042625,100.0,Ohio,13585
2010,"China, People's Republic",70863,6.8,Ohio,1061
2010,Dominican Republic,53870,5.17,Ohio,145
2010,India,69162,6.63,Ohio,1418
2010,Iran,14182,1.36,Ohio,105
2010,Mexico,139120,13.34,Ohio,507
2010,Pakistan,18258,1.75,Ohio,233
2010,Philippines,58173,5.58,Ohio,512
2010,United Kingdom,12792,1.23,Ohio,233
2011,Total,1062040,100.0,Ohio,13857
2011,"China, People's Republic",87016,8.19,Ohio,1065
2011,Dominican Republic,46109,4.34,Ohio,156
2011,India,69013,6.5,Ohio,1557
2011,Iran,14822,1.4,Ohio,126
2011,Mexico,143446,13.51,Ohio,558
2011,Pakistan,15546,1.46,Ohio,209
2011,Philippines,57011,5.37,Ohio,525
2011,United Kingdom,11572,1.09,Ohio,201
2012,Total,1031631,100.0,Ohio,13948
2012,"China, People's Republic",81784,7.93,Ohio,1039
2012,Dominican Republic,41566,4.03,Ohio,130
2012,India,66434,6.44,Ohio,1534
2012,Iran,12916,1.25,Ohio,106
2012,Mexico,146406,14.19,Ohio,572
2012,Pakistan,14740,1.43,Ohio,177
2012,Philippines,57327,5.56,Ohio,529
2012,United Kingdom,12014,1.16,Ohio,245
2013,Total,990553,100.0,Ohio,13819
2013,"China, People's Republic",71798,7.25,Ohio,879
2013,Dominican Republic,41311,4.17,Ohio,134
2013,India,68458,6.91,Ohio,1601
2013,Iran,12863,1.3,Ohio,159
2013,Mexico,135028,13.63,Ohio,608
2013,Pakistan,13251,1.34,Ohio,182
2013,Philippines,54446,5.5,Ohio,557
2013,United Kingdom,12984,1.31,Ohio,243
2014,Total,1016518,100.0,Ohio,14641
2014,"China, People's Republic",76089,7.49,Ohio,1017
2014,Dominican Republic,44577,4.39,Ohio,199
2014,India,77908,7.66,Ohio,1936
2014,Iran,11615,1.14,Ohio,117
2014,Mexico,134052,13.19,Ohio,529
2014,Pakistan,18612,1.83,Ohio,215
2014,Philippines,49996,4.92,Ohio,583
2014,United Kingdom,12225,1.2,Ohio,222
2015,Total,1051031,100.0,Ohio,16050
2015,"China, People's Republic",74558,7.09,Ohio,957
